tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"@gibreez @katarinabarley Hi, Breeze!
Wir verurteilen Gewalt jeder Art, Egal ob von Links oder Rechts !",spdde,2019-05-21 11:55:19,1,0,,"gibreez, katarinabarley",,1130804261544177665,tweet
"@gibreez @katarinabarley Hi, Breeze!
Wer Orban noch vor ein paar Wochen noch als Demokraten bezeichnet (Seehofer) und ihn regelmäßig zu Tagungen und Konferenzen einläd grenzt sich nicht ab",spdde,2019-05-21 11:54:57,0,0,,"gibreez, katarinabarley",,1130804165461106689,tweet
"@schobert_marco Hi, Marco!
du hast recht, wir haben in letzter Zeit einen deutlichen Anstieg im Niedriglohnsektor. Deshalb setzn wir uns für faire Löhne am gleichen Ort ein. Damit jeder von seiner Arbeit leben kann. https://t.co/PbmUhKi60D",spdde,2019-05-21 11:53:45,0,0,,,https://t.co/PbmUhKi60D,1130803863827693569,tweet
Unser Infotruck macht heute Halt in Recklinghausen. Kommt zusammen und diskutiert mit @UdoBullmann und @larsklingbeil bei belgischen Waffeln über unsere Ideen für Europa! Unser 5-Punkte-Plan: https://t.co/PBbtnZTGxK #WaffelnsinddieAntwort #EuropaistdieAntwort,spdde,2019-05-21 11:53:05,2,2,"WaffelnsinddieAntwort, EuropaistdieAntwort","UdoBullmann, larsklingbeil",https://t.co/PBbtnZTGxK,1130803698693808128,tweet
"@katrinkeller12 Hi, Katrin!
Niemand hat gesagt, dass Harzt4 vollkommen ist, wir wollen es ändern. Damals war es aber die richtige Entscheidung um positive Ergebnisse zu erzielen",spdde,2019-05-21 11:51:48,0,0,,KatrinKeller12,,1130803375476543489,tweet
"@sebastianhossa2 Hi, Sebastian!
Wir leben in Deutschland und hier gilt das Grundgesetz. Gleichberechtigung, Religionsfreiheit, etc.pp. Es leben übrigens ca 4,4 und 4,7 Millionen Muslime in DE, Dabei haben wir 80 Millionen Menschen in Deutschland.",spdde,2019-05-21 11:50:58,1,0,,SebastianHossa2,,1130803164565921794,tweet
"@sebastianhossa2 Hi, Sebastian!
Ist das die selbe Rechnung wie es sie knapp 90 Jahre vorher gab? Über Juden und körperlich eingeschränkte? Momentan sind, je nach Erhebung zwischen 9,4 und 10,9 Millionen Ausländer in Deutschland vgl ~ 80 Millionen Menschen ergibt Faktor 1 zu 8",spdde,2019-05-21 11:49:02,0,0,,SebastianHossa2,,1130802680551628808,tweet
"@sebastianhossa2 Hi, Sebastian!
Wir finden diese Vergleiche mit einer Diktatur schon sehr respektlos. Weder haben Sie unfreie Wahlen, noch werden Sie von der Stasi überwacht. Der Vergleich hinkt ganz schön",spdde,2019-05-21 11:40:59,0,0,,SebastianHossa2,,1130800651087360000,tweet
"@reimundtrompell Hi, reimundtrompell02@gmail.com!
Wo sind sie denn im Alltag unfrei?",spdde,2019-05-21 11:39:23,0,0,,reimundtrompell,,1130800250145394688,tweet
"@moneyma27665627 @ralf_stegner @andreanahlesspd Hi, moneymaker!
Deutschland hat auch mit die stärkste Wirtschaft und viele Vorteile durch die EU.",spdde,2019-05-21 11:38:53,0,0,,"moneyma27665627, Ralf_Stegner, AndreaNahlesSPD",,1130800122676371457,tweet
"@moneyma27665627 @ralf_stegner @andreanahlesspd Hi, moneymaker!
da zum Beispiel. Arbeitgeber zahlen ab 2019 wieder insgesamt die Hälfte des Beitragssatzes in der Gesetzlichen Krankenversicherung, also auch die Hälfte des Zusatzbeitrags. 
https://t.co/1Vsloa5gPD",spdde,2019-05-21 11:38:03,0,0,,"moneyma27665627, Ralf_Stegner, AndreaNahlesSPD",https://t.co/1Vsloa5gPD,1130799915054059521,tweet
"@achim72294676 @andreanahlesspd Hi, Achim!
Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot,kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge, Wohnungsbau...
https://t.co/1Vsloa5gPD",spdde,2019-05-21 11:36:41,0,0,,"achim72294676, AndreaNahlesSPD",https://t.co/1Vsloa5gPD,1130799570500431872,tweet
"@gtoellner @katarinabarley Hi, KontraPhobos!
https://t.co/PeoY07lGtY",spdde,2019-05-21 11:35:25,0,0,,"GToellner, katarinabarley",https://t.co/PeoY07lGtY,1130799250982486016,tweet
"@madetjot @miss_svenja_x @katarinabarley Hi, Ingo!
Wir tun was:Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge,Wohnungsbau
https://t.co/1Vsloa5gPD",spdde,2019-05-21 11:34:53,0,0,,"MadEtJot, Miss_Svenja_X, katarinabarley",https://t.co/1Vsloa5gPD,1130799117087719425,tweet
"@tekay37 @miss_svenja_x @katarinabarley Hi, Tekay!
Wir tun was: Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn,Parität KV-Beiträge,Wohnungsbau
https://t.co/1Vsloa5gPD",spdde,2019-05-21 11:33:30,2,0,,"Tekay37, Miss_Svenja_X, katarinabarley",https://t.co/1Vsloa5gPD,1130798768230686720,tweet
"@oddoyeah @tekay37 @miss_svenja_x @katarinabarley Hi, OddoYEAH!
Nun auch das ist ein Problem das verändert werden muss. Aber nur wenn man genug progressive Kräfte im Parlament hat, die Europa nach vorne brigen.",spdde,2019-05-21 11:32:27,0,0,,"OddoYEAH, Tekay37, Miss_Svenja_X, katarinabarley",,1130798505252012032,tweet
"@oddoyeah @tekay37 @miss_svenja_x @katarinabarley Hi, OddoYEAH!
Weil die jetztigen EU Regeln Schlupflöcher bieten. Nur mit einer Änderung dieser Regeln und einer Mehrheit im Parlament dafür können wir eine Gesetzeslage schaffen, die solche Konzerne fair besteuert",spdde,2019-05-21 11:31:27,0,0,,"OddoYEAH, Tekay37, Miss_Svenja_X, katarinabarley",,1130798252901765120,tweet
"@ekremku @katarinabarley Hi, Ekrem!
auch als Ministerin kann man nicht im Alleingang Beschlüsse machen und Dinge verändern. Dazu braucht man immer noch eine Abstimmung und Mehrheit",spdde,2019-05-21 11:29:49,1,0,,"EkremKu, katarinabarley",,1130797841188892672,tweet
"@ekremku @katarinabarley Hi, Ekrem!
hier alles was sich schon verändert hat: Rückkehrrecht Teilzeit-Vollzeit, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge,Wohnungsbau
https://t.co/1Vsloa5gPD",spdde,2019-05-21 11:29:11,2,1,,"EkremKu, katarinabarley",https://t.co/1Vsloa5gPD,1130797681763323905,tweet
"@alineozturk3 @katarinabarley Hi, Aline!
Wir haben Europawahlen, deshalb blicken wir über den Tellerand des eigenen Landes hinaus",spdde,2019-05-21 11:27:32,0,0,,"AlineOzturk3, katarinabarley",,1130797267538128899,tweet
"@karabulut82 @katarinabarley Hi, Karabulut!
Auf unserer Liste stehen große Konzerne wie Amazon, Starbucks, Google und co.",spdde,2019-05-21 11:26:30,0,0,,"karabulut82, katarinabarley",,1130797007004733442,tweet
"@dirkkruschewski @katarinabarley Hi, Dirk!
Wir tun viel: Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot,  kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge,Wohnungsbau...
https://t.co/1Vsloa5gPD",spdde,2019-05-21 11:25:34,0,0,,"DirkKruschewski, katarinabarley",https://t.co/1Vsloa5gPD,1130796773730082816,tweet
"@thomasoettinger @katarinabarley Hi, Thomas!
https://t.co/f4fkzIs0TT wir sind uns hier nur sicher: das kann nicht so bleiben",spdde,2019-05-21 11:24:49,0,0,,"ThomasOettinger, katarinabarley",https://t.co/f4fkzIs0TT,1130796585456214016,tweet
"@rosecottagehome @schneekult @katarinabarley Hi, Waltraud!
Und genau das erachten wir für unfair !",spdde,2019-05-21 11:23:58,0,0,,"schneekult, katarinabarley",,1130796372108763137,tweet
"@xigash @miss_svenja_x @katarinabarley Hi, Xigash!
Ohne die Agenda 2010 hätten wir jetzt eine deutlich prekärere Wirtschafts- uns Arbeitslosenlage. Das Hartz 4 überaltet ist steht ja nicht im Wiederspruch dazu, dass es einst gut gewesen war.",spdde,2019-05-21 11:22:18,0,0,,"xigash, Miss_Svenja_X, katarinabarley",,1130795951071858690,tweet
"@technicfreakhd @onestepbayond @katarinabarley @jtrittin @juliane_seifert @julianjanssen04 @goldaufweiss @spdbewegt @s_inez_aust Hi, Thicc!
wir fordern keine 200% aber jedes Cafe zahlt mehr als Starbucks, das erscheint uns nicht fair",spdde,2019-05-21 11:20:43,7,0,,"technicfreakHD, OneStepBayond, katarinabarley, JTrittin, Juliane_Seifert, JulianJanssen04, goldaufweiss, SPDbewegt, S_Inez_Aust",,1130795552961114113,tweet
"@embato3 @guehart @katarinabarley Hi, Bernard!
Um Google und Co fair besteuern zu können brauchen wir einen Europäischen Beschluss. Müssen Schlupflöcher wie Irland schließen und gemeinsam für faire Steuern in jedem Land sorgen",spdde,2019-05-21 10:46:06,0,0,,"embato3, guehart, katarinabarley",,1130786838979973120,tweet
"@biorind @miss_svenja_x @katarinabarley 
Wir tun recht viel für unsere Wähler, das geht in der Regierung meist besser: Rückkehrrecht Teilzeit-Vollzeit,kostenlose Bildung Kita bis Hochschule,  Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn
https://t.co/1Vsloa5gPD",spdde,2019-05-21 10:45:07,0,0,,"biorind, Miss_Svenja_X, katarinabarley",https://t.co/1Vsloa5gPD,1130786593487413250,tweet
"@schwanholger @emil_blume @katarinabarley Hi, Holger!
Die SPD hat weder die Forderung der Enteignung noch ein Abtreibungsrecht bis zum 9 Monat in ihrem Wahlprogramm",spdde,2019-05-21 10:43:01,1,0,,"SchwanHolger, Emil_Blume, katarinabarley",,1130786064535302145,tweet
"@abc321xyblabla @katarinabarley Hi, Isi!
Von einer Diktatur sind wir hier alle ziemlich weit entfernt. Was wir wollen ist ein sozialer Staat und genau das steht auch in unserem Parteiprogramm",spdde,2019-05-21 10:42:23,0,0,,"abc321xyblabla, katarinabarley",,1130785906779131904,tweet
"@wunderk09261768 @katarinabarley Hi, Wunderkind!
Du meinst menschliche Gepflogenheiten wie laut werden und andere einfach unterbrechen?",spdde,2019-05-21 10:41:08,0,0,,"Wunderk09261768, katarinabarley",,1130785588813160451,tweet
Nicht nur für das @Europarl_DE wird am Sonntag gewählt. Auch Bremen wählt seine Bürgerschaft neu. #hbwahl #WählenGehen https://t.co/5ljVWNfGqS,spdde,2019-05-21 10:37:33,2,1,"hbwahl, WählenGehen",Europarl_DE,https://t.co/5ljVWNfGqS,1130784690397433856,tweet
"@tranxxxer @julia_kerzel @ruckzudemstuhl @katarinabarley Hi, Andi!
Wir verurteilen Gewalt jeglicher Art.",spdde,2019-05-21 10:36:51,1,0,,"tranxxxer, julia_kerzel, katarinabarley",,1130784512118538241,tweet
"@lesfritzreviens @fallible_tweets @haasmeiko @katarinabarley @afd Hi, Les!
Unsere Jugendpartei ist nicht unser Wahlprogram",spdde,2019-05-21 10:36:27,0,0,,"lesfritzreviens, fallible_tweets, HaasMeiko, katarinabarley, AfD",,1130784412134793216,tweet
"@emil_blume @katarinabarley Hi, Emil!
Genau deshalb brauchen wir mehr Sozialdemokratie und mehr Menschen die aktiv für die Politik werden",spdde,2019-05-21 10:35:30,2,0,,"Emil_Blume, katarinabarley",,1130784171595620352,tweet
"@adele66661 @willigender @katarinabarley Hi, Adele6666!
Die Argumente von Herrn Meuthen sehen wir nicht. Außer Populismus finden wir da nicht viel. Aber Meinungen sind da ja verschieden",spdde,2019-05-21 10:33:52,1,0,,"Adele66661, Willigender, katarinabarley",,1130783763364028416,tweet
"@sofiek14 @katarinabarley Hi, Sofie!
Kontern können wir schon. wir möchten nur nicht lauthals schreien und andere respektlos unterbrechen. Ist nicht unser Stil",spdde,2019-05-21 10:33:08,0,0,,"SofieK14, katarinabarley",,1130783577300492288,tweet
"@emil_blume @apollona1337 @katarinabarley Hi, Emil!
Ein soziales Europa in dem niemand unter Armut leidet, faire Löhne bekommt und Kinder mit Chancen aufwachsen. Und Ihnen so?",spdde,2019-05-21 10:32:30,0,0,,"Emil_Blume, Apollona1337, katarinabarley",,1130783419523325952,tweet
"@jungerhmb @katarinabarley Hi, Q-Michel!
Nur das wir gerne mit Fakten diskutieren und den Klimawandel ernst nehmen, nicht nur für die Wirtschaft handeln und etwas für die Arbetier tun. Wir haben das Gefühl: dein Vergleich hingt.",spdde,2019-05-21 10:31:44,1,0,,"jungerhmb, katarinabarley",,1130783227344564224,tweet
"@ruckzudemstuhl @julia_kerzel @tranxxxer @katarinabarley Hi, Lars!
Wie wäre es mit einer fairen Besteuerung von Google und co",spdde,2019-05-21 10:30:26,1,0,,"julia_kerzel, tranxxxer, katarinabarley",,1130782900054626305,tweet
"@daspunkt @katarinabarley Hi, ᴅᴀꜱᴘᴜɴᴋᴛ!
Wenn andere unhöflich unterbrechen , versuchen wir noch Respekt zu wahren.",spdde,2019-05-21 10:29:12,0,0,,"daspunkt, katarinabarley",,1130782587037859840,tweet
"@xeniaschuler @katarinabarley Hi, Dr!
Artikel 13 haben wir in der Mehrheit dagegen gestimmt https://t.co/nTTl95qiea wir lassen aber jedem seine freie Meinung und Abstimmung. 
https://t.co/PeoY07lGtY Hartz 4 und Agenda 2010 hatten einen berechtigten Grund und den nötigen Erfolg",spdde,2019-05-21 10:28:17,0,0,,"xeniaschuler, katarinabarley","https://t.co/nTTl95qiea, https://t.co/PeoY07lGtY",1130782356611186688,tweet
"@thomas190163 @katarinabarley Hi, Thomas!
Nur das der Unterschied zwischen Strache und uns ist, dass wir das öffentlich machen und nicht hinter geschlossenen Türen",spdde,2019-05-21 10:26:46,0,0,,"Thomas190163, katarinabarley",,1130781977211265024,tweet
"@wunderk09261768 @katarinabarley Hi, Wunderkind!
Wir schreien nur ungern und diskutieren lieber sachlich",spdde,2019-05-21 10:25:47,0,0,,"Wunderk09261768, katarinabarley",,1130781726328918016,tweet
"@peterzobel4 @emil_blume @katarinabarley Hi, Peter!
wo wir Handeln: Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge
https://t.co/1Vsloa5gPD",spdde,2019-05-21 10:25:17,0,0,,"PeterZobel4, Emil_Blume, katarinabarley",https://t.co/1Vsloa5gPD,1130781602764734464,tweet
"@gernotnotenbeil @katarinabarley Hi, Gernot!
Ohne Steuern lässt sich in Deutschland nichts finanzieren, außer du möchtestes den Lobbyisten die Macht geben",spdde,2019-05-21 10:20:47,0,0,,"GernotNotenbeil, katarinabarley",,1130780468381716480,tweet
"@gernotnotenbeil @katarinabarley Hi, Gernot!
Deshalb setzen wir auf eine angemessene Grundrente von 1500 Euro für alle",spdde,2019-05-21 10:19:40,0,0,,"GernotNotenbeil, katarinabarley",,1130780187224924162,tweet
"@g0b0c @emil_blume @katarinabarley Hi, Gabriel!
sind für 2019 auf den Weggebracht.",spdde,2019-05-21 10:17:55,0,0,,"G0B0C, Emil_Blume, katarinabarley",,1130779748374908928,tweet
😱 wie geil ist das denn? 😎 https://t.co/4wJxJBogIT,spdde,2019-05-21 10:17:28,28,1,,,https://t.co/4wJxJBogIT,1130779633622933504,tweet
"@abc321xyblabla @katarinabarley Hi, Isi!
was macht ihnen den genau Angst?",spdde,2019-05-21 10:17:16,0,0,,"abc321xyblabla, katarinabarley",,1130779583345823744,tweet
"@schwanholger @emil_blume @katarinabarley
Lieber Holger, die SPD möchte niemanden enteignen, und wir möchten auch keine Abtreibung bis zum 9ten Monat. Unserer Jugendpartei sit nicht unser Wahlprogramm",spdde,2019-05-21 10:16:16,0,0,,"SchwanHolger, Emil_Blume, katarinabarley",,1130779332069273601,tweet
"@norbertscholz @liesche13761429 @katarinabarley Hi, Norbert!
wir lügen nicht, wir diskutieren gerne. Und am liebsten mit Fakten",spdde,2019-05-21 10:14:29,0,0,,"NorbertScholz, liesche13761429, katarinabarley",,1130778885770088449,tweet
"@grandel1 @maulwerker1 @liesche13761429 @katarinabarley Hi, https://t.co/hhvWaPlObg!
Die SPD hat keine Kooperation mit der Antifa, noch supporten wir Gewalt, egal ob von Links oder Rechts.",spdde,2019-05-21 10:14:02,0,0,,"Grandel1, Maulwerker1, liesche13761429, katarinabarley",https://t.co/hhvWaPlObg,1130778769214644224,tweet
"@buschilein70 @juergen_fritz @notesofberlin Hi, Isabelle!
Das der Islam schon länger mit Europa verpflochten ist, heist ja nicht, dass alle sich damit identifizieren. Sondern nur, dass er nicht die große Bedrohung ist. Wir sind ja vorher auch nicht untergegangen",spdde,2019-05-21 10:12:45,0,0,,"buschilein70, Juergen_Fritz, notesofberlin",,1130778448916635649,tweet
"@dani1984sch @andreanahlesspd Hi, Dani1984!
Mindestlöhne gegen Armut und solide Grundsicherung in Europa
Einführung eines europäischen Fonds als Rückversicherung für die Finanzierung von Sozialleistungen
Zum Beispiel, mehr gibts auf Seite 10
 https://t.co/6KdSmyPwN5",spdde,2019-05-21 10:10:30,0,0,,"Dani1984Sch, AndreaNahlesSPD",https://t.co/6KdSmyPwN5,1130777882136055808,tweet
"@eschkel @ralf_stegner @andreanahlesspd Hi, Oskar!
Das Google keine Steuern zahlt aber in Deutschland große Gewinne macht scheint uns ganz schön unfair. Ihnen nicht?",spdde,2019-05-21 10:08:50,0,0,,"Eschkel, Ralf_Stegner, AndreaNahlesSPD",,1130777463003451393,tweet
"@symptompanik @ralf_stegner @andreanahlesspd Hi, symptompanik!
Ein Kommunalwahlplakat der SPD in Hamburg bei dem sich jemand für die LGBTQ-Rechte einsetzt ist jetzt wo verwerflich?",spdde,2019-05-21 10:07:30,0,0,,"symptompanik, Ralf_Stegner, AndreaNahlesSPD",,1130777128637747201,tweet
"@moneyma27665627 @ralf_stegner @andreanahlesspd Hi, moneymaker!
Wir wollen eine EU in der auch noch unserer Enkelkinder leben können, in der unserer Arbeiter ein gutes Leben führen können und in der wir Armut bekämpfen. Geldstehlen steht da nicht auf unserem plan",spdde,2019-05-21 10:06:01,0,0,,"moneyma27665627, Ralf_Stegner, AndreaNahlesSPD",,1130776755474771968,tweet
"@achim72294676 @andreanahlesspd Hi, Achim!
https://t.co/PeoY07lGtY
Die Agenda 2010 mag nun outdated sein aber damals war sie eine gute Sache, die die Arbeitslosenzahlen gesenkt hat",spdde,2019-05-21 10:04:30,0,0,,"achim72294676, AndreaNahlesSPD",https://t.co/PeoY07lGtY,1130776370420834310,tweet
"@schobert_marco Hi, Marco!
Was ist den in den letzten 30 Jahren so passiert? Neben wirtschaftsaufschwung, mehr Arbeitnehmerrechte und co?",spdde,2019-05-21 10:03:26,0,0,,,,1130776103449223168,tweet
"@thef95793842 Hi, The F!
https://t.co/nTTl95qiea
Bei uns darf jeder Abstimmen, wie er oder sie es für richtig hält, wir sind keine Meinungsdiktatur. Du kannst aber erkennen, dass wir größtenteils gegen den Artikel 13 gestimmt haben",spdde,2019-05-21 10:02:08,0,0,,TheF95793842,https://t.co/nTTl95qiea,1130775776201195520,tweet
"@schobert_marco Hi, Marco!
Die Agenda 2010 hat nachweislich dafür gesorgt, dass Arbeitslosenzahlen runter und die Wirtschaft wieder rauf ging. Was ist besser für ein Volk als eine gute Wirtschaft? https://t.co/PeoY07lGtY",spdde,2019-05-21 10:00:41,0,0,,,https://t.co/PeoY07lGtY,1130775410789289984,tweet
"@thef95793842 Hi, The F
Anrichten tun wir vieles, vor allem gutes: Rückkehrrecht Teilzeit-Vollzeit, Infrastruktur, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge
 Wohnungsbau https://t.co/1Vsloa5gPD",spdde,2019-05-21 09:59:25,0,0,,TheF95793842,https://t.co/1Vsloa5gPD,1130775093867626498,tweet
"@sebastianhossa2 Hi, Sebastian!
Wir möchten ein friedliches Leben für alle Menschen in Europa, wir sind gegen Gewalt - egal wer sie auslöst.",spdde,2019-05-21 09:58:07,0,0,,SebastianHossa2,,1130774767110361089,tweet
"@sebastianhossa2 Hi, Sebastian!
Niemand will Europäische Kulturen zerstören, niemand will die ganze Welt in Europa ansiedeln. Menschen haben ein Recht vor Krieg und Dürre zu fliehen. Besonders wenn wir unserern Teil dazu beigetragen haben, dass sie nun fliehen müssen",spdde,2019-05-21 09:57:32,0,0,,SebastianHossa2,,1130774616593653765,tweet
"@reimundtrompell Hi, reimundtrompell02@gmail.com!
Ein Europa in denen alle eine Chance auf ein gutes Leben haben. Egal ob Mann oder Frau, alt oder jung. In denen Konzerne Arbeiter nicht Zwecks Lohndumping gegen einander ausspielen und in dem auch Großkonzerne fiare Steuern zahlen",spdde,2019-05-21 09:55:53,0,0,,reimundtrompell,,1130774204377436160,tweet
"@maxzwitsch @katarinabarley @udobullmann @andreanahlesspd @sebast_hartmann Hi, Max!
Wir haben nichts gegen Männer, wir haben davon sogar einige in unserer Partei. Und wir verstehen uns ganz prächtig mit denen",spdde,2019-05-21 09:54:18,0,0,,"MaxZwitsch, katarinabarley, UdoBullmann, AndreaNahlesSPD, sebast_hartmann",,1130773803083161600,tweet
"@schobert_marco Hi, Marco!
Wirklich? Wir diskutieren gerne. Solange man dabei nicht Menschenverachtend wird. übrigens gilt das ja für beide Seiten ;)",spdde,2019-05-21 09:53:03,0,0,,,,1130773491450634240,tweet
"@katrinkeller12 Hi, Katrin!
Die Agenda 2010 und mit ihr Hartz 4 haben den Arbeitsmarkt erst wieder angeschoben und dafür gesorgt, dass mehr Menschen Arbeit haben. Erstmal nichts schlechtes oder?",spdde,2019-05-21 09:52:16,0,0,,KatrinKeller12,,1130773294473502720,tweet
"@buschilein70 @juergen_fritz @notesofberlin Hi, Isabelle!
Dann müsste ja auch Bekannt sein, dass es auch schon im Mittelalter Verpflechtungen mit dem Islam gab, auf demEuropäischen Kontinent",spdde,2019-05-21 08:56:30,0,0,,"buschilein70, Juergen_Fritz, notesofberlin",,1130759258960736256,tweet
"Ja, wirklich bemerkenswert – denn seit 155 Jahren zeigen WIR klare Haltung gegen Rechts. Die Einzigen, die das nicht machen, sind die Konservativen. Diese Lauen werden unser #Europa nicht retten… @SPIEGELONLINE #morningbriefing #Gipfeltreffen https://t.co/iQbeF7w9eh",spdde,2019-05-21 08:51:22,54,8,"Europa, morningbriefing, Gipfeltreffen",SPIEGELONLINE,,1130757966397890560,tweet
"@juergen_fritz @notesofberlin Hi, Jürgen!
Erstmal ist es eine ganz schöne Leistung viele Sprachen fließend sprechen zu können. Können Sie das? Wir zumindestens nicht in 7. Das der Islam eine lange Geschichte mit dem Europäischen Kontinet hat, ist ja ein Historischer Fakt.",spdde,2019-05-21 08:50:13,0,0,,"Juergen_Fritz, notesofberlin",,1130757675992715264,tweet
"@kolschtzky Hi, Dietrich!
Anstehen müssen sie ja zum Glück gar nicht, es zwingt sie ja keiner. Trotzdem diskutieren wir gerne über Europa, auch mit unseren Kritikern",spdde,2019-05-21 08:40:34,0,0,,kolschtzky,,1130755249650765825,tweet
"@wenkertkai Hi, Kai!
""dass alle Generationen, egal welchen Al-
ters, in Würde leben und alt werden können. 
Dazu gehören ein Leben ohne Armut, ein bezahlbarer Zugang zu 
guter Pflege und Gesundheitsvorsorge, bezahlbarer Wohnraum 
und öffentliche Infrastruktur"" S.11 EU-Wahlprogram",spdde,2019-05-21 08:37:51,0,0,,WenkertKai,,1130754564494381057,tweet
"@bernd17288630 @katarinabarley Hi, Bernd!
Uns ist kein Fall bekannt, wo wir Journalisten Mundtot machen, wir sind immer für Kritik zu haben, Solange sie sachlich und gerechtfertigt ist",spdde,2019-05-21 08:34:23,0,0,,"Bernd17288630, katarinabarley",,1130753693475901440,tweet
"@robbyderblaue @katarinabarley Hi, SchwanChibili!
Was soll das denn? Wir leben in einem Staat der die Menschenrechte hoch hölt, Ihnen Presse- uns Meinungfreiheit gewährt, Sie können Reisen wohin Sie wollen und morgen steht auch nicht die Stasi vor Ihrer Tür, wo ist das die DDR?",spdde,2019-05-21 08:32:48,0,0,,"RobbyDerBlaue, katarinabarley",,1130753294706647040,tweet
"@liesche13761429 @katarinabarley Hi, lieschen!
Die SPD pflegt keine Partnerschaft mit der ANTIFA, noch befürworten wir Gewalt jeglicher Art.",spdde,2019-05-21 08:31:11,1,1,,"liesche13761429, katarinabarley",,1130752886303010817,tweet
"@DigiWomenDE @katarinabarley @MariaNoichl @UdoBullmann @delarabur @EuropaJens Wir empfehlen Seite 43 unseres Wahlprogramms: Digitalisierung für alle 😃 Gemeinwohl-orientierte Digitalisierungsförderung, IT-Sicherheit, Zugang zu schnellem Internet, etc",spdde,2019-05-21 08:19:12,0,3,,"DigiWomenDE, katarinabarley, MariaNoichl, UdoBullmann, delarabur, EuropaJens",,1130749873836503040,tweet
Heimat Europa ❤️ https://t.co/5jDFp6DBZz,spdde,2019-05-21 07:04:44,18,2,,,https://t.co/5jDFp6DBZz,1130731133514199040,tweet
"Wir wollen, dass Menschen in ganz Europa gute und faire Löhne bekommen. Warum? Weil @katarinabarley und @hubertus_heil für ein soziales Europa stehen. #EuropaistdieAntwort https://t.co/uj1iV8hHPY",spdde,2019-05-21 05:24:13,66,16,EuropaistdieAntwort,"katarinabarley, hubertus_heil",https://t.co/uj1iV8hHPY,1130705835120836609,tweet
"@zockerli Ach, wenn Sie jetzt schon meinen, dass das Schrott ist, haben wir auch echt keine Lust auf die Arbeit zu späten Stunde.",spdde,2019-05-20 20:38:00,0,0,,Zockerli,,1130573408465498112,tweet
"@bendodo7 @andreanahlesspd Sagen wir doch, Ihr Framing.",spdde,2019-05-20 20:37:38,0,0,,"Bendodo7, AndreaNahlesSPD",,1130573318371840005,tweet
"@fasnacht2019 Wird bald Zeit, was? 😉",spdde,2019-05-20 20:36:37,0,0,,Fasnacht2019,,1130573059633684483,tweet
"Wer das #Gipfeltreffen nicht sehen konnte, hier eine kleine Zusammenfassung: https://t.co/Dyc4vfG2N4",spdde,2019-05-20 20:36:07,15,3,Gipfeltreffen,,https://t.co/Dyc4vfG2N4,1130572936262365184,tweet
"@mkekellian @maskulinist Meinen Sie, dass wir in einer sozialistischen Umverteilung leben? https://t.co/hbRYq93Xea",spdde,2019-05-20 20:36:03,0,0,,"MKekellian, Maskulinist",,1130572920542179329,tweet
"Was bedeutet Europa für Sie @AndreaNahlesSPD ? 
🇪🇺Europa ist ein Bollwerk gegen Rechtsnationale. 
🇪🇺Europa ist sozial, es ist für die Menschen da. 
🇪🇺Europa ist ein Friedensprojekt. 
❤️Europa ist für mich der beste Ort der Welt.❤️

Schöner hätte man es nicht sagen können. Danke!",spdde,2019-05-20 20:34:05,169,31,,AndreaNahlesSPD,,1130572422787342337,tweet
"@bendodo7 @andreanahlesspd Keine Sorge, die Lesekompetenz ist vorhanden. Das Wort ""Geflüchete"" kommt bei Ihnen nicht vor, weil es nicht in Ihr Framing reinpassen würde, auch wenn es der zutreffende Terminus ist.",spdde,2019-05-20 20:33:55,0,0,,"Bendodo7, AndreaNahlesSPD",,1130572380420616194,tweet
"@moebusanne @andreanahlesspd Nein, so darf es natürlich nicht laufen. CO2-Besteuerung muss sozial fair sein. Der von Ihnen beschriebene Fall wäre es nicht. Zumal Ablasshandel auch nicht als die eine Antwort auf die Klimakrise gesehen werden kann. https://t.co/srHdnCMEIT",spdde,2019-05-20 20:31:55,0,0,,"MoebusAnne, AndreaNahlesSPD",https://t.co/srHdnCMEIT,1130571878953869312,tweet
