tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
@tokaempa @lillyblaudszun @katarinabarley @delarabur @woelken Zwei sehr gute Kandidat*innen :-),spdde,2019-05-20 13:44:01,3,0,,"ToKaEmPa, LillyBlaudszun, katarinabarley, delarabur, woelken",,1130469228870590464,tweet
@libertarian968 @lillyblaudszun @katarinabarley Wieso das denn? :-),spdde,2019-05-20 13:43:42,1,0,,"libertarian968, LillyBlaudszun, katarinabarley",,1130469148637704192,tweet
"@holgerlaeufer @lillyblaudszun @katarinabarley Hi, Holger! Die Europäische Union braucht jetzt die überzeugtesten Europäer*innen - das ist Katarina. Aus Liebe und Glaube an die Europäische Idee gibt sie ihr Amt als Ministerin auf, das zeigt doch, wie wichtig ihr Europa ist.",spdde,2019-05-20 13:43:19,1,0,,"HolgerLaeufer, LillyBlaudszun, katarinabarley",,1130469049815785472,tweet
"@gamesofshitpost @katarinabarley Hi, Hans-Sama!
Nur sind diese beiden als Quellen schon in jedem Schulaufsatz anerkannt. Von Verschwörungstheorien halten wir hier nicht viel",spdde,2019-05-20 13:41:18,0,0,,"GamesOfShitpost, katarinabarley",,1130468543387115521,tweet
"@franziskadittm3 Hi, Franziska! Mit dem Mindestlohn haben wir den ersten Schritt für bessere Löhne in Deutschland gemacht. Den wollen wir jetzt auf Europa ausweiten und erhöhen, was für Deutschland über 12€ bedeuten würde. An den Mieten sind wir zB. mit Mietpreisbremse dran.",spdde,2019-05-20 13:40:14,0,0,,FranziskaDittm3,,1130468274356011010,tweet
"@thommy402101 @katarinabarley Hi, Thommy! Was genau möchten Sie uns damit mitteilen?",spdde,2019-05-20 13:39:37,0,0,,"Thommy402101, katarinabarley",,1130468120043360256,tweet
@sirjhary Mit der Aussage haben Sie gerade die Grundlage jeglicher Diskussion mit uns zerstört.,spdde,2019-05-20 13:38:54,1,0,,SirJhary,,1130467940426493952,tweet
"@tandemvipera @katarinabarley Sie hätten auch einfach mit ""Nein"" antworten können.",spdde,2019-05-20 13:38:43,0,0,,"TandemVipera, katarinabarley",,1130467894104600576,tweet
"@purist19 Hi, Hans!
Das bezweifeln wir, wir positionieren uns nur klar gegen Menschen, die von Vielfalt nicht viel halten und von dem ÖR anscheinend auch nicht.",spdde,2019-05-20 13:38:31,0,0,,PURIST19,,1130467844787986432,tweet
"@demiurgder @martinknobbe Dass das Video unmittelbar vor den letzten Nationalratswahlen entstanden ist, ist egal? Das der Inhalt des Videos eventuell ein Verstoß gegen das Parteiengesetz in Österreich darstellt auch?",spdde,2019-05-20 13:36:16,1,0,,"DemiurgDer, MartinKnobbe",,1130467278682755074,tweet
"@gamesofshitpost @katarinabarley Hi, Hans-Sama!
Solche Einflussnahmen sind niemals ok, und die darf es nicht geben. Trozdem gibt der ÖR immer wieder der Regierungskritik platz und sollte dies auch immer tun. Egal ob in Form von Satire oder Dokumentationen",spdde,2019-05-20 13:35:44,0,0,,"GamesOfShitpost, katarinabarley",,1130467142565023744,tweet
"@hilgeralexander @anniedresden @notesofberlin Hi, Alexander!
Wir wollen ja keine Vereinigten Staaten von Europa, sondern eine starke europäische Union um gemeinsam gegen große Mächte bestehen zu können und nicht zum Spielball anderer zu werden.",spdde,2019-05-20 13:33:00,0,0,,"HilgerAlexander, AnnieDresden, notesofberlin",,1130466456053927936,tweet
"@groegknoepfel Wir glauben, dass Transparenz das A und O demokratischer Politik ist. Deswegen sollen MdEPs künftig alle Treffen mit Lobbyistinnen und Lobbyisten, die im Transparenzregister eingetragen sind, veröffentlichen.
https://t.co/G7fn0VrBMl",spdde,2019-05-20 13:32:36,1,0,,GroegKnoepfel,https://t.co/G7fn0VrBMl,1130466353792651265,tweet
"@platinmensch @hilgeralexander @notesofberlin Hi, Alex!
Gut, dass wir keine Partei des Sozialismus sondern der Sozialdemokratie sind. Da haben wir ja nochmal Glück gehabt.",spdde,2019-05-20 13:30:19,0,0,,"Platinmensch, HilgerAlexander, notesofberlin",,1130465780880084993,tweet
"@maria_von_bolla @mueller_andi @katarinabarley Hi, Maria! Wir haben in den vergangenen Jahren schon viel erreicht. Was sich beispielsweise 2019 ändert, kannst du hier lesen: https://t.co/1Vsloa5gPD",spdde,2019-05-20 13:29:46,0,0,,"Maria_von_Bolla, mueller_andi, katarinabarley",https://t.co/1Vsloa5gPD,1130465640299540481,tweet
"@maria_von_bolla @mueller_andi @katarinabarley Wir arbeiten jeden Tag daran, das Leben der Menschen besser zu machen. Was wir bisher erreicht haben? Schau hier: https://t.co/1Vsloa5gPD",spdde,2019-05-20 13:28:33,0,0,,"Maria_von_Bolla, mueller_andi, katarinabarley",https://t.co/1Vsloa5gPD,1130465336279670784,tweet
"@gamesofshitpost @katarinabarley Hi, Hans-Sama!
wir zeigen nur unsere Quellen auf",spdde,2019-05-20 13:28:16,0,0,,"GamesOfShitpost, katarinabarley",,1130465263227494401,tweet
"@wolfganggreine3 @andreanahlesspd @sebastiankurz Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; Azubivergütung, Mindestlohn, Parität KV-Beiträge, Musterfeststellungsklage. Nichts zustande gebracht?💪",spdde,2019-05-20 13:25:27,0,0,,"WolfgangGreine3, AndreaNahlesSPD, sebastiankurz",,1130464552653660161,tweet
@rolfjoch Da haben wir vllt. etwas für Sie: https://t.co/5yrdYS5CN6 :),spdde,2019-05-20 13:24:49,0,0,,rolfjoch,https://t.co/5yrdYS5CN6,1130464395459485697,tweet
"@bergmannhb @andreanahlesspd @sebastiankurz Hi, Thomas! Wir arbeiten täglich daran, das Leben der Menschen besser zu machen. Was wir für die Europäische Union wollen, kannst du hier lesen: https://t.co/6KdSmyPwN5.",spdde,2019-05-20 13:23:49,0,0,,"BergmannHB, AndreaNahlesSPD, sebastiankurz",https://t.co/6KdSmyPwN5,1130464143075618818,tweet
"@reimundtrompell EIn Europa in dem man in Frieden und Freiheit leben kann, wenn man ein Teil davon sein möchte. :)",spdde,2019-05-20 13:22:54,0,0,,reimundtrompell,,1130463912346959872,tweet
@alexand34723258 Und?,spdde,2019-05-20 13:21:52,0,0,,Alexand34723258,,1130463651738128386,tweet
@km1860 Muss man denn gleich beleidigend werden? Was haben Sie denn für ein Anliegen?,spdde,2019-05-20 13:20:02,0,0,,km1860,,1130463189664243713,tweet
@klaastamme @katarinabarley @nataschakohnen @bayernspd .. dann passen vier Stunden später auch belgische Waffeln :-)!,spdde,2019-05-20 13:19:37,0,0,,"KlaasTamme, katarinabarley, NataschaKohnen, BayernSPD",,1130463087805554689,tweet
@katrinkeller12 Was würden Sie sich denn für Themen wünschen?,spdde,2019-05-20 13:19:29,0,0,,KatrinKeller12,,1130463053160558592,tweet
"@thef95793842 Was? Wir haben uns gegen diese Reform eingesetzt, die S&amp;D hat dagegen gestimmt, wir haben uns auch ein anderes Ergebnis gewünschtUnsere Partei auf ein Thema und auf eine Abstimmung im EP zu reduzieren (wo wir wie gesagt gegen Art. 13 gestimmt haben), hilft nicht.",spdde,2019-05-20 13:18:05,0,0,,TheF95793842,,1130462701648531456,tweet
@klaastamme @katarinabarley @nataschakohnen @bayernspd Weißwurst nur bis 12 :-),spdde,2019-05-20 13:16:59,1,0,,"KlaasTamme, katarinabarley, NataschaKohnen, BayernSPD",,1130462425055191041,tweet
#Sozialklimbim https://t.co/MVcasLZS1m,spdde,2019-05-20 13:16:51,21,6,Sozialklimbim,,,1130462390435352576,tweet
"@wenkertkai Hi, Kai!
Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot,Infrastruktur, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge, Musterfeststellungsklage, etc
https://t.co/1Vsloa5gPD
💪💪💪💪",spdde,2019-05-20 13:16:17,0,0,,WenkertKai,https://t.co/1Vsloa5gPD,1130462246558228480,tweet
"@klaastamme @andreanahlesspd @sebastiankurz @ralf_stegner Die SPD unterstützt demokratische Kräfte seit 1863. Kein Wunder, dass @Ralf_Stegner das auch tut :-)",spdde,2019-05-20 13:13:06,0,0,,"KlaasTamme, AndreaNahlesSPD, sebastiankurz, Ralf_Stegner, Ralf_Stegner",,1130461448700928002,tweet
@thommy402101 Und weiter?,spdde,2019-05-20 13:12:49,0,0,,Thommy402101,,1130461375246024704,tweet
@bolling14465996 https://t.co/q77vV8i0gQ,spdde,2019-05-20 13:12:12,0,0,,Bolling14465996,,1130461221851938818,tweet
"@zdfwatch @andreanahlesspd @sebastiankurz @regberlin Hi, Medienwatch! 
https://t.co/1Vsloa5gPD - Wir kümmern uns um das Land!
💪💪💪💪",spdde,2019-05-20 13:11:49,1,0,,"ZDFWATCH, AndreaNahlesSPD, sebastiankurz, RegBerlin",https://t.co/1Vsloa5gPD,1130461125458518017,tweet
"RT @AndreaNahlesSPD: .@sebastiankurz hat die Rechtspopulisten in die Regierung geholt. Es liegt an ihm, dass der Skandal ums #StracheVideo…",spdde,2019-05-20 13:11:37,259,46,StracheVideo,"AndreaNahlesSPD, sebastiankurz",,1130461071653969920,retweet
Auf geht's in den Schlussspurt! #EuropaIstDieAntwort https://t.co/CzWrNCdMRw,spdde,2019-05-20 13:11:24,15,0,EuropaIstDieAntwort,,https://t.co/CzWrNCdMRw,1130461018029740032,tweet
"@uwejelting Hi, Uwe!
Wir verurteilen jede Form von Gewalt aufs schärfste. Und sind davon überzeugt, dass es sich hier nur um ein Missgeschick und nicht um einen Aufruf zur Gewalt handelt",spdde,2019-05-20 13:11:16,0,0,,UweJelting,,1130460985813282817,tweet
@juseco_tv Nö,spdde,2019-05-20 13:11:10,0,0,,JuSeCo_TV,,1130460959062069248,tweet
@sebastianhossa2 Absichtliches misinterpretieren?,spdde,2019-05-20 13:10:38,0,0,,SebastianHossa2,,1130460827943886849,tweet
"@schlanggl Haben Sie auch irgendetwas beizutragen, das über falsche Stereotypen hinausgeht? Es geht hier um Zusammenhalt unserer Gesellschaft, darum, dass wir gemeinsam an einem Strang ziehen, Vertrauen schaffen und der Spaltung entgegentreten.",spdde,2019-05-20 13:09:55,0,0,,schlanggl,,1130460645370019840,tweet
"@chippolev @joanacotar Hi, Chip!
eine Einflussnahme auf Berichterstattung durch Politiker ist immer falsch und sollte immer aufgedeckt werden. Trotzdem halten wir den ÖR in seiner Form für sinnvoll und wichtig",spdde,2019-05-20 13:09:06,0,0,,"Chippolev, JoanaCotar",,1130460438985101312,tweet
"@schobert_marco 
Was soll denn das? Haben Sie auch irgendetwas beizutragen, das über falsche Stereotypen hinausgeht? Es geht hier um Zusammenhalt unserer Gesellschaft, darum, dass wir gemeinsam an einem Strang ziehen, Vertrauen schaffen und der Spaltung entgegentreten.",spdde,2019-05-20 13:08:41,0,0,,,,1130460333418700800,tweet
"@fkoeberlein @katarinabarley Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot, Modernisierung Infrastruktur, kostenlose Bildung Kita bis Hochschule, Mindestrente &amp; -Ausbildungsvergütung, Mindestlohn, Parität KV-Beiträge, Musterfeststellungsklage, Wohnungsbau... #nurmalso
💪",spdde,2019-05-20 13:08:37,2,0,nurmalso,"FKoeberlein, katarinabarley",,1130460317639761920,tweet
"@hansfranz111 Hi, Hans!
https://t.co/aODVw3cuku ja, wir sehen das anders",spdde,2019-05-20 13:08:00,0,0,,HansFranz111,https://t.co/aODVw3cuku,1130460165252222978,tweet
"@fallible_tweets @haasmeiko @katarinabarley @afd Hi, FT! Unsere Genoss*innen haben in der DDR extrem gelitten - mit ""DDR-Politik"" haben gerade wir überhaupt nichts zutun, wir sind demokratisch.",spdde,2019-05-20 13:07:42,0,0,,"fallible_tweets, HaasMeiko, katarinabarley, AfD",,1130460085724041216,tweet
"@dr0ck5 @petermerkle88 @katarinabarley Hi, Dirk! Wir versprechen: Katarina ist auf YouTube genauso großartig wie in der ARD-Mediathek :-)",spdde,2019-05-20 13:05:25,1,0,,"dr0ck5, PeterMerkle88, katarinabarley",,1130459514132729858,tweet
RT @BayernSPD: Achtung! Aufgrund des heute äußerst regnerisch eingestellten Wettergottes gibt es einen neuen Ort für die Veranstaltung in #…,spdde,2019-05-20 13:03:46,26,7,,BayernSPD,,1130459097189507073,retweet
RT @spdbt: An Bienen sollte man nicht nur am #Weltbienentag denken: In vielen Ökosystemen spielen Bienen eine wichtige Rolle. Ob wir in Zuk…,spdde,2019-05-20 13:03:27,58,27,Weltbienentag,spdbt,,1130459016210145282,retweet
"@cyberdoc60 @trau_schau @shakriet 💪 Wo Holger Recht hat, da hat er Recht.",spdde,2019-05-20 13:03:22,3,0,,"cyberdoc60, trau_schau, ShakRiet",,1130458997390217216,tweet
Da können wir nur empfehlen: Geht hin. Und hier könnt Ihr den Arbeitnehmer*innen-Aufruf zur Europawahl unterzeichnen &gt;&gt; https://t.co/ZW8hEukKJs #EuropaIstDieAntwort #GuteArbeit https://t.co/4QWlnxqqEc,spdde,2019-05-20 13:03:12,12,1,"EuropaIstDieAntwort, GuteArbeit",,"https://t.co/ZW8hEukKJs, https://t.co/4QWlnxqqEc",1130458954163806208,tweet
"@hansmey82690058 @katarinabarley Hi, HansMeyer! Haben Sie auch Fakten oder sind Sie nur zum Pöbeln hier?",spdde,2019-05-20 13:02:44,1,0,,katarinabarley,,1130458838799462400,tweet
"@petermerkle88 @katarinabarley Hey Peter, weshalb?",spdde,2019-05-20 13:02:06,0,0,,"PeterMerkle88, katarinabarley",,1130458677213835264,tweet
@raymond007xyzDann werden wir doch konkret: Welches Thema interessiert Sie und würden Sie gerne mehr erfahren?,spdde,2019-05-20 13:01:49,0,0,,,,1130458606950916096,tweet
"@blueskys2nd @__marceld @derjoschi1 Hi, Guerillakoch!
https://t.co/aODVw3cuku
hatten wir in einer ähnlichen Debatte schonmal verlinkt, aber danke fürs Aufmerksam machen !",spdde,2019-05-20 13:00:18,0,0,,"BlueSkys2nd, __MarcelD, Derjoschi1",https://t.co/aODVw3cuku,1130458225864785920,tweet
"@flash1177 Wir haben uns gegen Art. 13 eingesetzt, wir haben uns auch ein anderes Ergebnis gewünscht. Uns auf eine Abstimmung im EP zu reduzieren hilft nicht. Arbeiten Sie besser mit uns zsm, damit bei den Abstimmungen mehr Abgeordnete der SPD im EP sitzen.",spdde,2019-05-20 13:00:04,0,0,,Flash1177,,1130458165265522689,tweet
"@steinerdererste Hi, STEINER!
Wir sind überascht von diesem Diskussionsniveau. Würden Sie auch wollen, dass jeder, der nicht Ihre Meinung hat, so mit Ihnen verfährt?",spdde,2019-05-20 12:57:57,0,0,,SteinerDerErste,,1130457635415842818,tweet
"@kuhwolfgang @martinknobbe Hi, Wolfgang! Was hat das denn jetzt damit zu tun?",spdde,2019-05-20 12:56:29,0,0,,"KuhWolfgang, MartinKnobbe",,1130457265453113344,tweet
"@langhaar_andy Es bringt aber auch Nichts dauernd zurück zutreten, wenn einem etwas nicht passt. Bei einem Rücktritt hätte die Gefahr von Neuwahlen bestanden und wären damit wieder beschäftigt gewesen. Unter diesen Umständen, würde das Land und die EU auch nicht vorankommen.",spdde,2019-05-20 12:56:16,0,0,,Langhaar_Andy,,1130457209115164674,tweet
"@manueladienhart @uwejelting Hi, Manuela!
 👍",spdde,2019-05-20 12:55:40,1,0,,"ManuelaDienhart, UweJelting",,1130457058824925185,tweet
"@xwolf Können wir und an dem aktuellen Kräftverhältnis ist nicht viel zu ändern, zumindest nicht, ohne gleich wieder für allgemeine Unruhe zu sorgen.",spdde,2019-05-20 12:55:36,0,0,,xwolf,,1130457042311892997,tweet
@lichtefee https://t.co/xowVMF5DYy,spdde,2019-05-20 12:53:13,1,0,,lichteFee,,1130456441314320384,tweet
@dkluever Welche Wahrheit?,spdde,2019-05-20 12:53:01,0,0,,DKluever,,1130456391406239744,tweet
"@victor5679 Es bringt aber auch Nichts dauernd zurück zutreten, wenn einem etwas nicht passt. Bei einem Rücktritt hätte die Gefahr von Neuwahlen bestanden und wären damit wieder beschäftigt gewesen. Unter diesen Umständen, würde das Land und die EU auch nicht vorankommen.",spdde,2019-05-20 12:52:43,0,0,,victor5679,,1130456316298825728,tweet
"@zickie66ulla @shakriet Hi, Ulla! Es müsste Creutzfeldt&amp;Jakob heißen. Einer Krankheit bei der es zu einer Beeinträchtigung der beeinträchtigen geistigen Fähigkeiten kommt, wie z.B. Gedächtnisverlust oder Wahrnehmungsstörungen. Möchten Sie uns damit etwas konkretes mitteilen?",spdde,2019-05-20 12:52:31,1,0,,"Zickie66Ulla, ShakRiet",,1130456266340536320,tweet
"@langhaar_andy Wir haben uns gegen die Reform eingesetzt, die S&amp;D hat dagegen gestimmt, wir haben uns auch ein anderes Ergebnis gewünscht. Unsere Partei auf ein Thema und auf eine Abstimmung im EP zu reduzieren (wo wir wie gesagt gegen Art. 13 gestimmt haben), hilft nicht.",spdde,2019-05-20 12:49:44,4,2,,Langhaar_Andy,,1130455567108124672,tweet
"@drhceckspatz @shakriet @m_t_franz Hi, DrEckspatz! Möchten Sie noch konstruktiv etwas beitragen, oder wars das schon?",spdde,2019-05-20 12:44:51,0,0,,"DrhcEckspatz, ShakRiet, M_T_Franz",,1130454336591548416,tweet
"@fritzmichel @martinknobbe Hi, Fritz! Und welche Fakten wurden hier vorgetäuscht?",spdde,2019-05-20 12:43:52,0,0,,"fritzmichel, MartinKnobbe",,1130454091283484673,tweet
"@zdfwatch @andreanahlesspd @sebastiankurz Hi, Medienwatch! Die Koalition in Linz wurde gekündigt.",spdde,2019-05-20 12:42:09,0,0,,"ZDFWATCH, AndreaNahlesSPD, sebastiankurz",,1130453657634463745,tweet
"@linkskonservat Was genau würdest du dir für Themen wünschen, die wieder mehr in den Fokus der Partei rücken sollten?",spdde,2019-05-20 12:41:50,0,0,,Linkskonservat,,1130453578525622273,tweet
@zdfwatch @andreanahlesspd @sebastiankurz https://t.co/d0KLijVdw0. Grüße!,spdde,2019-05-20 12:41:06,0,0,,"ZDFWATCH, AndreaNahlesSPD, sebastiankurz",https://t.co/d0KLijVdw0,1130453393330327552,tweet
"@rwgramm @krippmarie @helarctos @shakriet @thomasgbauer Hi, Robert! Nichts auf die Reihe bekommen?
Rückkehrrecht Teilzeit-Vollzeit, Kooperationsverbot, Modernisierung Infrastruktur, kostenlose Bildung Kita bis Hochschule, Mietpreisbremse, uvm.
https://t.co/1Vsloa5gPD
💪💪💪💪",spdde,2019-05-20 12:40:40,0,0,,"rwgramm, krippmarie, helarctos, ShakRiet, ThomasGBauer",https://t.co/1Vsloa5gPD,1130453282722336770,tweet
"@nammsel Wir haben vllt. den Aufwand unterschätzt, aber Integration ist nun mal auch kein Sprint, sondern ein Marathon. 
Aber haben sie konkreten Anlss für diese Sorge? Medial wird leider oft ein negativer Fall aufgenommen, als etwa Erfolge in der Integration.",spdde,2019-05-20 12:39:48,0,0,,nammsel,,1130453067357458432,tweet
"@klaastamme @andreanahlesspd @sebastiankurz Hi, Tamme! Bei so besorgniserregenden Ereignissen in unserem Nachbarland müssen wir uns äußern. Die demokratischen Kräfte in Österreich verdienen unsere Unterstützung!",spdde,2019-05-20 12:39:35,0,0,,"KlaasTamme, AndreaNahlesSPD, sebastiankurz",,1130453011996848128,tweet
"@tanjaproksch @raumplanungtv @achimproksch @notesofberlin Hi, Tanja!
Zum Glück hängt das ganze ja in Berlin, uns denen scheint´s zu gefallen  😄",spdde,2019-05-20 12:37:21,2,0,,"TanjaProksch, raumplanungtv, notesofberlin",,1130452451499417602,tweet
"@akiroschiwa @shakriet Hi, Jürgen! Deutsche Grammatik für 400. Wir möchten lösen:  Was ist der Nominativ Singular von Verräter? Wir sind hier aber leider nicht bei Jeopardy und ihr Kommentar ist unter diesem Bild daher falsch.",spdde,2019-05-20 12:36:15,1,0,,"AkiroSchiwa, ShakRiet",,1130452173484113920,tweet
"@zdfwatch @andreanahlesspd @sebastiankurz Die Koalition im Burgenland wurde aufgebrochen, sodass auch da Neuwahlen anstehen. Dort wurde sich über SPÖ-Beschlüsse hinweggesetzt, was sowohl SPÖ als auch wir immer äußerst kritisch gesehen haben.",spdde,2019-05-20 12:36:12,0,0,,"ZDFWATCH, AndreaNahlesSPD, sebastiankurz",,1130452159605219329,tweet
"@anniedresden @hilgeralexander @notesofberlin Hi, Annie!
neben der Sozialdemokratie brauchen wir vorallem mehr Europa anstatt mehr Nationalismus. Wenn wir uns wieder in singuläre Einzelstaaten zerschlagen werden wir alle nur kleiner anstatt größer.",spdde,2019-05-20 12:35:53,0,0,,"AnnieDresden, HilgerAlexander, notesofberlin",,1130452078919397377,tweet
"@hilgeralexander @notesofberlin Hi, Alexander!
https://t.co/kePi3K8lLf weil wir gerechte Steuern für Großkonzerne fordern und ein soziales Europa schaffen wollen, dass sich für eine faire Gesellschaft einsetzt. Was möchten Sie denn von den Partein für Europa?",spdde,2019-05-20 12:33:34,0,0,,"HilgerAlexander, notesofberlin",https://t.co/kePi3K8lLf,1130451499207798784,tweet
@hansmey82690058 Müssen jeden Tag aufs neue verteidigt werden. :),spdde,2019-05-20 12:31:41,0,0,,,,1130451025410842625,tweet
@moneyma27665627 @ralf_stegner @katarinabarley Im #Burgenland wurden ebenso #Neuwahlen angekündigt.,spdde,2019-05-20 12:31:15,0,0,"Burgenland, Neuwahlen","moneyma27665627, Ralf_Stegner, katarinabarley",,1130450916463775745,tweet
"@schwarzseherin @mohrenpost @notesofberlin Hi, blank!
da ist uns wohl ein Fehler unterlaufen, soll passieren. Danke für die Info !",spdde,2019-05-20 12:31:10,2,0,,"schwarzseherin, Mohrenpost, notesofberlin",,1130450892631805953,tweet
@elmal96 Wir sind schon etwas länger unterwegs als nur gestern. ;) Aber ist nachfragen nicht aufarbeiten? Sonst müssten wir anfangen mit raten und dies wäre auch nicht sehr produktiv. Außerdem muss der Austausch nicht unbedingt hier stattfinden. :),spdde,2019-05-20 12:30:57,0,0,,Elmal96,,1130450838885982208,tweet
@gottvater_jonah Auf Grund der Richtlinienkompetenz der Kanzlerin.,spdde,2019-05-20 12:28:57,0,0,,Gottvater_Jonah,,1130450337213681664,tweet
"@the_elsupremo @martinknobbe Geht es Ihnen gut? Was Sie hier unterstellen ist nicht der Auftrag der Medien. Aber wenn die Berichterstattung dazu führt, dass die ÖVP die Koalition mit der FPÖ beenden möchte, dann ist dies legitim. Auch kein Wunder bei dem Inhalt dieses Videos.",spdde,2019-05-20 12:28:44,1,0,,"The_ElSupremo, MartinKnobbe",,1130450279575556096,tweet
"@monsieurincogni @achimproksch @notesofberlin Hi, Monsieur!
Zum Glück haben ja nicht alle den gleichen Humor, aber das sich Menschen für mehr Wahlbeteiligung einsetzen ist doch erstmal nichts verwerfliches, oder?",spdde,2019-05-20 12:28:26,0,0,,"Monsieurincogni, notesofberlin",,1130450204040278016,tweet
"@masamikuramoto Hätten sie dann einen Vorschlag, wie man ein Gegenwicht erlangt? Kleinere Staaten wie beispielsweise Malta oder Estland gegen den immer größer werdenden Druck von außen behaupten? Der Nationalstaat alleine bietet dazu keine Lösungen mehr.",spdde,2019-05-20 12:24:28,0,0,,masamikuramoto,,1130449205783404545,tweet
Unser Infotruck macht heute Halt in München. Kommt zusammen und diskutiert ab 16 Uhr mit @katarinabarley und @NataschaKohnen bei belgischen Waffeln über unsere Ideen für Europa! Unser 5-Punkte-Plan: https://t.co/PBbtnZTGxK #WaffelnsinddieAntwort #EuropaistdieAntwort,spdde,2019-05-20 12:18:28,8,2,"WaffelnsinddieAntwort, EuropaistdieAntwort","katarinabarley, NataschaKohnen",https://t.co/PBbtnZTGxK,1130447698669264898,tweet
@immereinfachso Dann können wir auch damit leben. :),spdde,2019-05-20 12:17:12,0,0,,immereinfachso,,1130447378266374146,tweet
"@hansfranz111 @katarinabarley @timmermanseu 
https://t.co/1Vsloa5gPD :-)",spdde,2019-05-20 12:16:59,0,0,,"HansFranz111, katarinabarley, TimmermansEU",https://t.co/1Vsloa5gPD,1130447325032325127,tweet
"@marktzyniker Ihr Link funktionert nicht, daher können wir schlecht darauf eingehen.",spdde,2019-05-20 12:15:30,0,0,,Marktzyniker,,1130446952993366017,tweet
"@maria_von_bolla @mueller_andi @katarinabarley Hi, Maria! Wir sehen es wie Sie: Hartz IV ist von gestern, deshalb haben wir den neuen Sozialstaat entwickelt. Mehr Infos hier: https://t.co/rcVuWJlZy8",spdde,2019-05-20 12:14:36,1,0,,"Maria_von_Bolla, mueller_andi, katarinabarley",https://t.co/rcVuWJlZy8,1130446725351710720,tweet
"@immereinfachso Man kann sich freilich darüber streiten, ob dieser Beitrag unserer Jusos allzu gelungen ist, aber ihnen daraus einen Strick zu drehen, ist mehr als überzogen. Wir hoffen, Sie sind allen anderen Beiträgen im Internet ebenso kritisch gegenüber. :)",spdde,2019-05-20 12:06:27,0,0,,immereinfachso,,1130444672944541696,tweet
@firat_cumali_17 @katarinabarley Geht´s Ihnen gut? Können wir helfen?,spdde,2019-05-20 12:02:58,0,0,,"firat_Cumali_17, katarinabarley",,1130443796498534400,tweet
"@mueller_andi @katarinabarley Hallo Andreas, @mueller_andi @katarinabarley Hallo Andreas, was meinen Sie?",spdde,2019-05-20 12:02:07,1,0,,"mueller_andi, katarinabarley, mueller_andi, katarinabarley",,1130443581259440128,tweet
"@wald81960128 @katarinabarley Hi, Wald! Hast du für deine Vorwürfe auch Belege oder bist du nur zum Pöbeln hier?",spdde,2019-05-20 11:57:44,1,0,,"Wald81960128, katarinabarley",,1130442482079227904,tweet
"@der_aufbruch @katarinabarley Blicke sagen manchmal mehr als tausend Worte :-) Katarina hat viel inhaltliches gesagt, wenn Sie mögen, können Sie das in der Mediathek nachschauen. Ansonsten sind hier fast 80 Seiten Wahlprogramm: https://t.co/6KdSmyPwN5.",spdde,2019-05-20 11:57:07,1,0,,"Der_Aufbruch, katarinabarley",https://t.co/6KdSmyPwN5,1130442324314664960,tweet
"@cryptoed91 @ralf_stegner @katarinabarley Nein, wie kommen Sie denn zu der Idee?",spdde,2019-05-20 11:56:26,0,0,,"CryptoEd91, Ralf_Stegner, katarinabarley",,1130442152331403264,tweet
"@mueller_andi @katarinabarley Hi, Andreas! Wir haben uns gegen diese Reform eingesetzt, auch dagegen gestimmt &amp; uns ein anderes Ergebnis gewünscht. Arbeiten Sie doch mit uns zusammen, damit bei den Abstimmungen mehr Abgeordnete der SPD im Europäischen Parlament sitzen. :)",spdde,2019-05-20 11:54:42,1,0,,"mueller_andi, katarinabarley",,1130441714957791232,tweet
"@jani_depp @deutsche_hexe @afd Hi, Jani!
Ohne die Zuwanderer aus den 60ern hätte es in Deutschland keinen derartigen Wirtschaftsaufschwung gegeben.",spdde,2019-05-20 11:53:54,1,0,,"Jani_Depp, Deutsche_Hexe, AfD",,1130441513354375168,tweet
@tandemvipera @katarinabarley Möchten Sie sich noch konstruktiv an der Debatte beteiligen oder reicht es Ihnen solche Phantasiekonstrukte zu bauen?,spdde,2019-05-20 11:53:06,1,0,,"TandemVipera, katarinabarley",,1130441312900124672,tweet
"@petermerkle88 @katarinabarley Hi, Peter! Was Katarina in der Debatte gesagt hat, kannst du in der Mediathek der ARD nachschauen. Waren natürlich mehr als Blicke! ;-)",spdde,2019-05-20 11:53:05,2,0,,"PeterMerkle88, katarinabarley",,1130441307908902913,tweet
"@deutsche_hexe @afd Hi, 🇩🇪Deutsche!
Wie sollen wir denn ein Europafeind sein, wenn unser Ziel ein soziales Europa ist ? Wir wollen Freiheit und Schutz für alle Menschen die in Europa leben",spdde,2019-05-20 11:52:32,0,0,,"Deutsche_Hexe, AfD",,1130441173263376384,tweet
